text,label
"Montana implemented a very easy and efficient, federally funded, vaccine roll out, a triumph of “socialized medicine,” despite its red- state status.

Still, vaccinations are slowing. I imagine the cynical might feel more confident getting vaccinated if the companies producing the vaccines were not looking at billion dollar profits.",pro-mitigation
"Retired physician and Pfizer vaccinated. I will be masked while indoors a public access building far into the future. MA is about 90%vaccinated but the delta variant and my lack of trust in my fellow beings make me cautious. As in the picture, I wear a medical mask under a three layer cloth mask.",pro-mitigation
Our love of restaurants is one of the primary reasons why we are so fat. Now we can add Covid-19 to the consequences.,unclear
Why don’t insurance companies increase premiums for people who refuse the vaccines? Why don’t hospitals/ERs/doctors demand an extra cash payment on unvaccinated people in order to treat them if they choose not to buy health insurance?,pro-mitigation
"What could be done is to take a leaf from the anti-smoking campaign and apply it to the vaccination campaign. with the anti smoking campaign, there was the Marlboro campaign with the man having a laryngeal removal surgery  trying to sing the jingle with the artificial voice aid, and pictures of tar infused diseased longs removed. With the vaccination campaign, testimonies from long haulers with their persistent malaise and pictures fatally damaged lungs from victims that undergone double lung transplants, as well as patients on ventilators fighting for their lives be used. Covid-19 is not your seasonal flu!",pro-mitigation
"I don’t think the economics will work for restaurants and bars, in states that allow indoor dining, with restrictions.  Restaurants and bars make money when they pack people in and overturn tables frequently. 

It’s sad, but their business model just does not work in a time of pandemic.  I am sure when NJ eventually allows restaurants to open indoors, (I don’t know if we will allow indoor bars to open before a vaccine), the owners will be happy for a couple of weeks, then they will be pushing for more capacity, which they will not be rightfully given.  

Sadly, we are going to lose a big percentage of our restaurants.  I don’t think it can be helped. I just hope people get out before they throw more good money after bad.   Who knows when we will have an effective vaccine?",unclear
"It should NOT be left to businesses and industry to require vaccination.
It should be a federal requirement for public safety.
We have to have a driver's license and insurance to drive.
We have to pay federal taxes and sales, and property taxes (and a lot of those).
We have to pay for what ever we want (groceries, gas, cars, etc)
We have to send our children to school of some kind.  And unless those kids are home schooled, most states require those kids get a few vaccines.  
We have to wear a seat belt, follow speed limits and traffic signs (although some of us don't and people are killed).
Don't drink and drive.
We don't allow blind people to drive.  
And the list of things we have to do goes on and on.  One (or two) vaccines during a serious pandemic should be another one.  Exclusions for health reasons only.
We are a country of rules and regulations and these keep us relatively healthy.",pro-mitigation
"The Times published a survey a couple of months ago where the political divide on this matter was clear: people who identify as Dems way overestimated the likelihood that a person would be hospitalized with Covid whereas those who identify as Repubs actually were closer to the mark (it pains me to say this!).  I""m convinced at least part of the argument in favor of masks here and elsewhere is political ""virtue signaling"".  In other words, people add a lot of other ""reasons"" into their risk assessment.  Example: I keep hearing how masks helped prevent colds and flus during the season but was it mask wearing during one's probably brief foray into a grocery store that prevented these common ailments or was it the fact that people were working from home, not commuting via crowded public transport (BART in the Bay Area), traveling in plans?  That reality seems more likely to me, not the masks.",anti-mitigation
"Owning an ""essential business"" and having had Covid, I mandated the vaccine for all of the employees working at my company.  The logistics are not that complicated.  I had one of the staff schedule all of the appointments during work hours with a local pharmacy that then confirmed back that the employees had actually received the shot.  One employee was reluctant because of the J&J issue but when it was explained that he would be receiving Moderna and wasn't a woman between 18 and 48, he went also.  One person was given a medical exemption until their doctor confirmed their ability to be vaccinated.  They have also been vaccinated.  Three people had side effects that caused them to miss the following day, but everyone is fine.  Beyond the public health issues which are critical, from a business perspective it is better to lose an employee for a couple of hours or a day because of vaccinations than for two weeks (or forever) because of Covid.  The virus is insidious and the effects of it can be long lasting.  The employees have seen the impact of Covid on some of their coworkers and their neighbors in the area and were grateful that the effort was made to protect them.  If it is presented properly, the employees will get the vaccination for their self interest.",pro-mitigation
"Whether or not it's employees forced to work while they're sick versus patrons with the virus is the critical piece missing here- wildly different policy responses to each. But I'd hesitate before we start pinning this on instant gratification for the young or some uniquely American brand of hedonism. Is there data on this from other countries that reopened? What portion of the cases are tied to outdoor versus indoor dining (common sense says it's a little pointless wearing a mask indoors if you're going to be taking it off for a prolonged period to eat- it's not like we magically stop breathing during the course of a meal) 

And there's also a question of the case load- if it's young people who don't need to be hospitalized and aren't dying catching it in droves from restaurants, to an extent we need to say it's their lives and they're entitled to make their own risk calculations, provided they're not going to the elderly and then spreading it to them. Like people here in Boston are freaking out about the college students coming back but my thoughts are the restaurants and other businesses that cater to them need the business and it's probably better they catch it and stay cloistered in a dorm than getting bored in the suburbs they're from and give it to elderly family members. Better they don't catch it period but there's probably more control over different risk groups in a communal setting like a dorm.",unclear
"The more unvaccinated people mingle with vaccinated people, the faster the virus will mutate to overcome the vaccine. That's how natural selection works. You put selective pressure on an organism, and it will evolve to overcome that pressure. It's directed evolution 101. Therefore, the unvaccinated aren't just risking themselves, their families and friends. They are actively undermining the only effective weapon we have against this monster that has disrupted our lives and economy and killed over 600,000 of us. How is it responsible or acceptable for the rational people of this country to put up with this? Why does their right to be irrational, irresponsible, selfish and antisocial trump our right to live and be free? It is beyond me. I can't for the life of me understand why we are willing to put up with it.",pro-mitigation
"This is a no brainer.  There is a reason schools require vaccinations.  Those with medical contraindications should be granted waivers.

I'm tired of personal opinion being treated with the same respect as objective reality, especially in a life or death situation.  The people who are immunocompromised cannot get a vaccine, and they are not protected until you get one.  

How many of these vulnerable folks, who cannot protect themselves, are these ill-informed people going to kill?",pro-mitigation
"Employees need to stop working in restaurants where customers are behaving badly, if their employers will do nothing to enforce rules and protect them they need to all walk off, except many have no other resources.  One thing that should be learned from the pandemic is the importance of education and becoming qualified to do more than work at a restaurant.  Shame on the customers who have no regard for other customers or the employees.  Shame on the restaurant owners for doing anything other than take out.",unclear
"To think that we might have had a chance to be going about our business - working, eating out, traveling, spending time with our families and friends, taking care of our elderly parents, getting an education, etc - if only our so-called leaders had called it right back in January or even February. They could have stopped incoming flights, closed down certain industries and schools, asked us to all stay home while ""they"" got busy preparing us for the possibility of a pandemic. Instead, they did nothing. They wrung their hands over the stock market. They worried about what would happen to their political careers. And they golfed, all while this pandemic took hold in our country.  Everyone has paid the price all right, and now it's time for them to pay theirs - at the ballot box and through the courts.",unclear
"Start requiring antibody titers on all employees . It’s easy enough to do a blood draw. You can come to work one of two ways . With adequate titers vaccinated or not. Your body , your choice on how to get those antibodies . Get started .",unclear
"I got my covid vaccine and I'm not an anti-vaxxer, but I do think it's a personal choice. What you put into your body should be your business, and not something mandated by the government. You can still be responsible - wear masks, wash your hands, and keep distance from people. In other words, you don't have to be vaccinated to stop the spread of covid. If you are at high risk, then it's probably in your best interest to get the vaccine. Every situation is different, and every person is different - so I don't think the vaccine is always the right choice for everyone.

To be honest with you, I'm a lot more upset about the fact that we have destroyed this planet, and exploited our resources to the point that this is now happening - that we need vaccines to save us. And yes, it is the responsible thing to do to get a vaccine right now, but what about when the next pandemic comes? Are we just going to keep developing vaccines and injecting things into our bodies? What about prevention? What about changing our lives so that this does not happen again.  We need to look at poverty, healthcare, systemic racism, factory farming,  malnutrition, climate change - these are the real reasons people are suffering and dying.",unclear
"As a vaccinated person I don’t share in the glee of forcing others to get vaccinated. Instead pushing for more equitable and ethical access across the globe, making the latest scientific studies readily available, and ending the partisan blaming and shaming, seem like much more effective priorities than trying to force anything, — especially with no scientific evidence whatsoever to support that the ‘forced’ solution will work. Ultimately this forcing business starts to sound like religion and not health policy based on science.",unclear
"We are all done and ready to move on from Covid but Covid is not done with us yet. We have a choice, either we play the hand we’re dealt and let common sense and compassion prevail and adapt to evolving circumstances or dig our heels in and decide to ignore the circumstances and pay the price for our actions. 

From the beginning it was thought that this would last every bit of 18 months, which takes us to September-ish. 

We’re all tired. We’re all frustrated. But we’re almost there.",unclear
"Like many people, I may soon be returning to in-person indoor work. What's better: knowing that all of my co-workers are vaccinated, or hoping that most of them are? I think we've all spent enough time rolling the dice on Covid.",pro-mitigation
"Someone who gets the vaccine poses less of a medical and financial risk, much like someone who doesn’t smoke. Charge those who don’t get the vaccine higher premiums, just like you do smokers. It’s simple.",unclear
"School districts in California require vaccines for measles and other childhood diseases, with very limited exceptions unrelated to religion.  No vaccine no public school.  Generally private industry has greater freedom to impose this type of requirement.  This should be a no-brainer.",pro-mitigation
"The CDC's recent update to their guidelines acknowledges for the first time what has been known for months, that this virus spreads via aerosols. Aerosols accumulate indoors where there is insufficient ventilation. That means offices where some are not vaccinated are unsafe workplaces, unless the airflow engineering is adequate to prevent aerosol spread. Not the case in most offices and workplaces. Any employer who wants to reopen their offices is required to have a safe workplace and the simple and effective means and the least expensive too, is to require all employees vaccinated, except the very tiny percentage who cannot be vaccinated for health reasons or whose religion prohibits vaccination.",pro-mitigation
"More half-truths that lack perspective.  The author would have your believe that in spite of a mountain of evidence collected around the world from countries with far better contact tracking programs, America's problem with COVID-19 is due to bar and restaurants re-openings.  Simplistic, childish and inaccurate as her own opening paragraphs show:

""In Louisiana, roughly a quarter of the state’s....""
""In Maryland, 12 percent of new cases last month...""
""....and in Colorado, 9 percent...""

Where are the real 'focal points' and 'clusters'?  Swimming pools?  Money?  Toilet plumes?  Schools?  The answers are known, but they aren't exciting or fear-inducing so they go unmentioned.  In the meantime just stay away from bars, restaurants, water (of all kinds...the virus monsters are very afraid of water in any form), cash, toilets and schools.  That should just about take care of the virus.

Oh...wait....the US average death rate per 100,000 from COVID is about to overtake Sweden's.  What's the NYT going to say then?",unclear
"Require them. Period.

All the good and decent people in a work environment should not be put in harms way because the Republicans are too brainwashed to do what everyone knows needs to happen without being forced.",pro-mitigation
"Unvaccinated worker(s) at a Kentucky nursing home recently caused an outbreak that infected several fully-vaccinated residents and a few fully-vaccinated staff. While the vaccine caused most of these infections to be asymptomatic or mild, one fully-vaccinated resident died. Perhaps employers who are skittish about being sued should consider that lawsuits may equally come from fully vaccinated employees.",unclear
"The vaccine mandate is about an individual not infecting their co-workers, families, and friends. My two Pfizer COVID shots have returned my confidence in my own safety and allowed me to intermingle with my family after a year of isolation. I am very grateful to the scientists who worked diligently and used their hard earned knowledge in a historic effort to save mankind from a horrific, very deadly disease.",pro-mitigation
"Fully vaccinated American here. Many of the extremist comments on this article are baffling and shocking. Requiring proof of vaccination before treating for Covid-19? Wow. Demanding to know whether all employees have been vaccinated before you'll enter any business (or any building, for that matter)? That's ridiculous. You want strangers' personal health information? Good luck getting that. Did you know businesses hire new people all the time? Covid-19 isn't going away. Are you going to demand vaccine information all the time, forever, now? What about booster vaccinations? Are you going to demand proof of boosters for previously vaccinated strangers? The comments praising the Big Brother aspect of this are especially disturbing. I have to wonder if there are professional trolls here, egging people on to have extremist viewpoints.",anti-mitigation
"It's maddening that certain scientists and health officials make statements regarding peoples reticence towards mask wearing. The science must be solely concerned with the proper thing to do to curb the virus, no matter how the public might react. Because if there's one thing that matters it's that we must all trust in the objectivity of science and not the subjectivity of politicians, business owners, and numerous others. This is not to say that the scientists and health care officials ought to bury their heads in the sand regarding the public's reactions. On the contrary, I think it was bone headed of the CDC to say that fully vaccinated people could cease wearing a mask. That statement opened a door that is difficult to shut. The CDC should have simply stated that fully vaccinated people were well protected. Then let others, Mayors, Governors, etc, modify any rules re mask wearing.",unclear
"So the rights of the vaxers matter. But what about the rights of the rest of us who are vaccinated? Don’t we have a right to not die at the hands of the vaxers? 
Do I have to die so the vaxers can have their right?! 
What about my rights, too?! Am I not human? So I have no rights?!
Do those of us who have accepted the medical advice and been vaccinated have no rights?! Are we disposable so that vaxers can make their point?! 
Why can’t we have separate activities, if necessary, if we as a country choose to satisfy the vaxers?! Must the rest of us die at the hands of vaxers?!",unclear
"At my hospital, Flu vaccines are not required, but if you opt not to get one you have to wear a mask the entire Flu season.  Now of course, everyone is wearing a mask, but someday in the future when COVID prevalence is reduced, maybe the non vaccinated people will continue to have to wear their masks.  And since COVID doesn't seem to have a season, that would means masks  forever.

I don't see why other institutions can't do the same - no masks for the vaccinated, eternal masks for the holdouts.",pro-mitigation
"The CDC, presumably at the urging of the Biden administration for political and economic reasons, really botched this one. By telling vaccinated people they could go without masks at all times, but providing no means of telling the vaccinated from the unvaccinated, it was an invitation for all to discard masks. How could you not know that the first ones to discard would be the unvaccinated, who deny the virus anyway? I'm fully vaccinated but have never gone into a store, etc. where there are people I don't know. It's not a big deal except for people who want to put their ""freedom,"" actually ignorance, on display.",pro-mitigation
No worries. President Trump stated last night that schools will reopen on Nov 4 because the decision to close schools is political.  I am certain that restaurants and bars have fallen prey to the same sinister politicians and on Nov 4 all will be well.,unclear
"""Driven by a combination of anxiety and murky information about new virus variants, some New Yorkers aren't letting their guard down.""
This is just blatantly untrue, and an incredibly ungenerous and facially ludicrous summation of the reasons people are still wearing masks. Categorically ignoring all the valid reasons -- including a study of over 100 epidemiologists published in these very pages only last week! -- really confirms everything I already believe about the Times and where it seems to be going.",anti-mitigation
"I’m sitting outside at a NYC restaurant right now - it is a nice night out, people are enjoying the meal, restaurant workers are getting a much needed paycheck. The increases in Covid cases was really due to very crowded indoor *bars* that masqueraded as restaurants, mainly in states that never reduced their COVID cases enough. In states where they reduced COVID cases and have introduced indoor dining, like Maine, it hasn’t been an issue.

At the end of the day, we all need to figure out ways to restart normal activity - schools, work, and yes, restaurants - while implementing precautions (masks, cleaning, testing) and being safe.",unclear
give them liberty and give them death,pro-mitigation
"I’m vaccinated...but I do understand some people’s arguments (younger, liberal folks included) against immediate vaccination. I’d say a good percentage of current unvaccinated people plan to get a jab eventually but are waiting a bit longer to see if there are any adverse results that haven’t been detected/reported yet. We are at, what, 40 percent vaccinated currently? Maybe in a month or two, when 65 percent is inoculated and just fine, more will be persuaded. Of course, in the meantime that increases the chances of Covid variants developing, putting us ALL back to Square 1...but I can see the concerns of not wanting to be the guinea pig for a fast tracked concoction.",anti-mitigation
"Avoiding restaurants will fatten your wallet and lighten your weight, instead of the other way around.",pro-mitigation
The only masks which are truly effective are N95s. They are medical grade and protect the wearer and those nearby. The rest of the masks are minimally effective. The virus particles are so tiny that they can easily evade the “protection” of cloth and surgical  masks. One might as well slap a piece  of Swiss cheese on one’s face.,unclear
"Let me get this straight. Vaccinated people are supposed to go back to wearing masks, even though they are not getting significant symptoms even when infected, to guard against a theoretical risk that they could pass it to people who chose not to vaccinate? Good luck with that.",unclear
"Stopped eating, and drinking, out, 3 nights or so a week. Lost 5 pounds. Finally learned how to cook the cauliflower instead of buying it, waiting til it rotted and throwing it away. Some nights dinner is grilled cheese or a glass of wine and tortilla chips. Who cares. Have found I don't miss restaurants all that much. Hard for me to understand a country that prioritizes opening restaurants over getting kids safely back to school. Can't stand looking at people eating at restaurants when millions of the country's children can't go to class and are stuck in front of computers all day. That said, restaurant owners and their staff need and deserve substantial government support. If we put them temporarily out of business and force them to stay home from their jobs for the common good, they are owed fair compensation for that. When we are done with this pandemic, I pledge to do my best to gain that 5 pounds back again, happily overeating, ordering craft cocktails and tipping well at our local eateries.",unclear
"It's like a ""double hit"".  Most fast casual restaurant food is loaded with fat, calories, sugar, salt.   And for the ""dessert"", you now get Covid.     Don't know which will impact Americans more.   We should all use covid to rethink a lot about our economy, healthcare, essential workers, education system, care for the elderly, etc.   Never let a good disaster go to waste!

Looks like much of this went in one ear and out the other...",pro-mitigation
"$5? Wow, Target is really pushing the benefits of getting vaccinated for their employees. What’s the next incentive? $3 worth of stamps?",anti-mitigation
"I very much enjoy restaurants but have patronized only take-out from my favorites since February.

Think back to your time in college.  How often did you go to restaurants and bars?  My food and drink palate has changed considerably, but the local bars and affordable greasy spoon restaurants got my dollars back in those days.  The associated independence and freedom of choice was a rite of passage.  After reflecting on that time in your life, tell me, how much will any open college town bars/restaurants be patronized with non-social distancing students these days and what will be the price?",unclear
We won’t gamble our health at a restaurant anytime soon. My hunch is that it’s those family and friends get-togethers at numerous homes where most of the spread is really happening. Responsibility is really personal. If having that little party is more important to you than the lives of all the people you don’t know who may be infected by you or someone who visits you then this epidemic will end up being every bit as deadly as the worst predictions.,unclear
"I was told getting vaccinated was all I needed to do. 

Welp, I'm done with the masks and the lockdown orders. America isn't a perpetual lockdown/mask mandate machine. America has mentally moved on.

Compromised? Stay home.

Here comes the next rush of Californians into Arizona like when 25% of every license plate was from there after Newsome shut the state down. People escaping to freedom.

Wear your mask. I threw mine away after the vaccine.",anti-mitigation
"My fear is that someone will sue a company for discrimination against its anti-vaxer emloyees by offering incentives.  If the case should reach SCOTUS, the majority, who seem to be science-ignorant, if not downright anti-science, may side with the plaintiffs.  We shall continue our march toward national suicide-by-ignorance.",anti-mitigation
"I think it will still be difficult to force somebody to take a vaccine that is designated ""Emergency Use Authorization"" which means it does not have full approval.

Pfizer and BioNTech asked the Food and Drug Administration Friday for full approval of the companies' Covid-19 vaccine. If approved, it would be the first Covid-19 vaccine in the United States to hold that distinction.

There are no other vaccines that are required that do not have full approval.  To compare one of the Covid vaccines (which is EUA) to any other vaccine (with a BLA) like MMR, polio, pneumonia, flu, etc. is not a valid comparison because they are all fully approved.

For example, there are different evidentiary requirements for licensure of a Biologics License Application (BLA) and issuance of an EUA for a vaccine. Furthermore, an EUA expires upon termination of the relevant emergency declaration, whereas there is no “termination” of a BLA.

Likewise, if there were problems (like with J&J) with a fully approved vaccine there would not just be a week or 2 pause with a recommendation to not use - instead there would be a recall.

I assume once the Covid vaccines are fully approved there will be less resistance.",unclear
"The majority of the people in favor of mandatory vaccine's make the argument that, ""if I got it, so must you."" Bodily autonomy, ""my body, my choice,"" and ""no means no,"" are out the window! This is all for a virus with 99.8% survival rate. Goodbye civil liberties, constitutional amendments and hugging grandma. Good grief!",anti-mitigation
"At this point let a considerable amount of the responsibility for the COVID-19 messed up restaurant industry, college sports, and the public schools be laid where it belongs; the nearly 6 months of idiotic pronouncements about SARS-Cov-19 and senseless mask resistance from DJT, Senators Sasse and Hawley and lame governors such as De Santis repeating every dumb, reckless, and foolish utterance by DJT.",unclear
I have done my part.  Only go to the grocery store and Costco with my mask on.  What is the rest of the country doing?  Piecemeal state by state county by county approach to the virus.  It will never work and it hasn't. What is wrong with people?  Wishing does not make it so.  Facts and science matter.. Wait until more kids go back to school. Exponential community spread cases... This didn't have to happen.,unclear
"When restaurants reopened in Paris after the lockdown I did share a few meals  on a terrace with friends who I knew to be as cautious as I am. R0 was way under one the  restaurant owners were so happy to be allowed to reopen that you could see that they were serious about taking precautions. With time though, I noticed when I passed restaurants and cafes a laisser-aller. Waiters wearing masks under their nose or not at all when they were setting tables before clients arrived. 
Now the numbers are up and I don’t trust restaurateurs any more and since many waiters are young I have no way to know if they weren’t partying in large crowds on their day off. 
I am no longer going to restaurants. 
I find it remarkable that these restaurant owners who almost cried on the news to be allowed to reopen can be so irresponsable.",unclear
"If vaccines cannot be mandated despite the lethal threat to the community and looming burden to hospitals, shouldn’t they bear the social and financial costs of stopping the spread in the collective world? (6’)
Eg a deduction on their wages for the need for an employer to allocate more real estate, an extra fee for necessitating a separate space to watch a concert, an 8-9am unvaccinated shopping hour in supermarkets",unclear
"Big Brother when a company requires a vaccine to protect the workforce.  NOT Big Brother when a company requires a drug test to protect the workforce.

Why?",pro-mitigation
"All you have to do is read a few of the stories of those who have caught the virus. Trump nearly died. A friend loss her sense of smell 6 month ago. Everything smells like stale smoke.

The CDC has to prove they can be trusted. Have they purged all the Trump-era politicos?",anti-mitigation
I’m not sure if it qualifies as Big Brother when and if other people’s health is affected.,pro-mitigation
"We need to step back and think about why viruses such as influenza and Covid are around in the first place.  It's natures way of strengthening a species, culling the weak and the sick.  There's nothing like a good pandemic to naturally reduce the human carbon footprint upon the earth.  So let the smarter ones take the vaccine and let nature have free rein on those not so inclined to do so.  After all, isn't stronger, faster, smarter what we're all about anyway?",pro-mitigation
"The data is probably not definitive yet, but if vaccinated persons cannot be sickened more than is usual for the seasonal flu, then what is the need to social distance and wear the mask?  There may be medical reasons to not vaccinated, but otherwise good luck if one chooses not to take the covid-19 vaccine.  It can be said only so many times...the risk of covid-19 death is greater than the ill-effects of the jab.",pro-mitigation
"If ""herd immunity"" - the vaccination of a minimum of 80% of the public - has not yet been reached, and if it's true that the more virulent and deadly South African/Brazil SARS-Cov2 strain is starting to spread in parts of the US, why in the world would people en masse ditch their masks?",anti-mitigation
"I’m fully vaxed and gladly don my very comfortable and well designed KN95 mask (with changeable filters) in most stores. Doesn’t bother me one bit. If I see someone I know I’ll take it off to talk, provided they don’t appear ill.

My young kids play with other young kids, indoors and outdoors.  It’s a risk I’m willing to take because masking is robbing them of their youth and innocence at this point.  They need to see other kids expressions particularly a smile. They’ve already been scarred enough from the pandemic.

Still don’t go to crowded indoor restaurants and events but happy to sit on a patio with anybody who has their shots.  Anti-Vaxers really anger me.   I’m looking forward to seeing my first live concert with 2019 in the fall.  

Navigating the maze of covid safety is a little complicated at this stage. My sense is by the end of the summer science will have more answers and all restrictions will be a memory but indoor masks will stick around for a while so people don’t catch other respiratory illnesses. Not in social gatherings but in public places.

I’m neither Dem nor Rep but usually support the GOP.  DeSantis is probably my favorite politician at the moment and I don’t live in Florida.",unclear
"When I went to college, I had a medical exam with a list of required vaccines and had to have a tuberculosis test. As a freelancer, I literally couldn't get an in-person booking until I got the vaccine. I had my first haircut in a year and a half last week–when I called to make an appointment and asked about covid protocols, they reassured me that the all the staff had had the vaccine. My doctor still wears a mask, he says that with all the variants going around, he'll be practicing safety protocols.

When I visit my dad, his housekeeper drives me to the airport to make extra cash. The other day, she was preaching personal freedom and doesn't believe that masks helped and that Florida was better off opening up than all the states that closed down the other day. I'll be taking an Uber instead.",pro-mitigation
"I would be strongly against the idea of mandating these COVID-19 vaccines but I think providing incentives to get vaccinated is a good idea.  One reason that comes to mind for why I think it would be very irresponsible to mandate is that there is not yet any long-term safety data on these vaccines.  

Maybe there are no serious long-term side effects that will emerge or maybe the chance of serious long-term side effects is very low, but at this point it is too early to know.  

I might feel differently about mandating a vaccine after it has already been properly tested over the long-term to show that there are no serious adverse long-term side effects.  Even then I would only support mandating under certain circumstances (ie: to travel internationally, to work in certain health care professions, etc.)",pro-mitigation
"You should not be required to go to an office that can’t verify whether the people inside are vaccinated from COVID, because it is highly contagious.",unclear
"This article is about where outbreaks have come from, but I don't think the headline that bars and restaurant owners wanted to get back to work is accurate. Bars and restaurant owners have felt compelled to reopen in some capacity due to the lack of support required at the state or federal level (PPP has been problematic and not the financial or legislative fix needed to save bars and restaurants). The effort required to pivot a million times, keep employees safe, and try to meet pre-pandemic expectations from guests has created constant stress, and it's not profitable. And because the take out only scenario is really, really not profitable, we end up with businesses making irresponsible decisions about dine-in. But when the alternative is shutting down, defaulting on one's lease, and risking a lawsuit from the property owner (a real threat), what does one do but keep going? Five months in and few have received the concessions needed from their landlords to feel confident about their businesses making it thru the coming fall and winter.",unclear
"“Officials at the C.D.C. disagree, saying the risk is minimal“
I found your article quite useful, but feel the word “disagree” is unhelpful in describing differing positions between WHO and CDC. The majority of vaccinated Americans received excellent vaccines supported by outstanding science and regulatory review. The WHO must make recommendations to a more heterogeneous world of sometimes more poorly characterized and/or regulated vaccines with variably worse performance. Thus, while their recommendations may differ, that does not mean that they disagree.",unclear
"""To get federal aid, restaurants were first required to spend 75 percent of that relief on payroll ... But the only way this was useful to businesses, restaurant owners said, was if they were able to reopen and generate revenue in that period, which was nearly impossible.""

So many business owners can't understand the rationale behind the Paycheck Protection Program!  

The money was not provided so you could stay open, it was provided so you could keep your workers on the payroll while you were shut down.",unclear
Companies that offer subsidized group health insurance should raise their rates to cover the additional costs they will bear for employees who will cost them money by being out and potentially impaired long-term when they get ill with COVid.  Individuals who can prove they and their families have been vaccinated can get a rebate on their Insurance.,unclear
Right. Restaurant workers are “disposable.” So are seniors. Bottom line is: I want my burger!,unclear
"I wasn’t allowed to burn leaves in my yard because doing so would burden the health and well-being of my neighbors. I could cite dozens of similar examples of how we all accept limitations on our freedom of behavior in order to live in a safe and well-ordered society. 

Today’s emphasis on ""privacy"" and individual ""rights"" has gone to extreme, one that the ignores the common good—in this case, the very lives of our coworkers—and one spurred on by a legal industry just salivating at the thought of all those vaccination-related lawsuits.",unclear
"To the commenters who have “done their part” by masking up in the past and have gotten vaccinated, saying Covid is no longer their problem - especially for those who won’t get shots:

Do you think you are any better than all the anti-masksers we have had since the pandemic began?

Yes, it is frustrating that many do want to be vaccinated. But it doesn’t mean I want them to get very ill or die, let alone possibly indirectly play a role in filling up hospitals, thus repeating a cycle we had last year: traumatized and burnt out medical professionals, and those who do need other medical help reluctant to seek the care they need. 

What about those with compromised immune systems who can’t get shots? Or those of age, as the NYTimes covered, who have family preventing them from getting vaccinated? Children who can then spread to adults? There are so many people out there who can suffer, because of the choices you make - not just the choices they make for themselves. 

It’s mental gymnastics. The amount of faith so many politicians and people have put in the CDC is astounding - how many mistakes have they made in the past year? How many times have they flip-flopped and kowtowed because it fits the “thinking” that so many want to hear?

Trump was our President. Surely since he was an “authority,” so many more should have just blindly trusted him?

A lot of us have mostly worn masks for over a year now. A few more months if we act now can’t hurt. I’d like to think it can HELP.",anti-mitigation
"There’s a misperception regarding how to manage a pandemic. Even states that slowly and responsibly reopened following guidelines did not do so expecting zero new cases. The initial lockdown (flattening of the curve) was intended to prevent the breakdown of the health care system. It was intended to be followed by a slow, cautious deliberate reopening where spikes could occur. Italy, Spain, Germany are all experiencing this. The virus cannot be eliminated, it can only be controlled. The health system, except for a handful of places, has not been overburdened and the death rates have continued to drop. This has happened despite Trump and his cronies. The conventional wisdom ignores the dire mental, physical and financial consequences of not reopening.",anti-mitigation
"So, we are told to continue wearing masks and social distancing, and in some places, implementing restrictions or lockdowns…even though we were told that we should get the vaccine, that it’s safe and effective at preventing serious illness and death. So, if it is so effective, why the continued restrictions? And if it isn’t actually effective, then why I am getting a new (created in under a year), experimental, not fully FDA approved vaccine if nothing in my life changes, and I have to continue to social distance and mask? (Which is not healthy or normal for humans biologically wired to be social creatures). Businesses have been destroyed, poverty is worse, mental health issues are off the charts…..
And also, another thing I’ve thought about. Is it my duty as a vaccinated person to give up my life and freedoms to protect a person who chooses to not get a vaccine and may possibly get Covid and have a higher chance of dying? Perhaps there are some bleeding heart liberals who say, yes, it’s our job to protect the foolish. That’s nice of you, but there are a lot of people who disagree, including myself. 

There are risks in everything we do. I chose to take the risk of getting an unapproved vaccine even though there is a chance of developing health issues (blood clots or heart issues). I weighed it against the risks of getting Covid, and decided the risks seemed lower for the vaccine. I have friends/family who came to the opposite conclusion. People disagree. Get over it.",pro-mitigation
"The employment question is being framed incorrectly. An employer may create whatever conditions of employment the employer desires, short of discriminating against a protected class. Employees or prospective employees then have every right to exercise their “freedom” to choose whether to work there or not.",pro-mitigation
"Yeah, we had one chance to break the back of this virus - if we could formulate a plan, cut its lifecycle, and get back to some normalcy.  

We get what we deserve as a population.",unclear
"I have not been out to a restaurant since the beginning of March. My husband and I  miss it greatly, but we live in Florida where masks are not even required when walking in our downtown area. This is an area teaming with restaurants, and people are even lined up at the ice cream shop hip-to-hip waiting to place their order. It is sad that so many people here are not taking the virus seriously. 
I also feel that our state has sent the message that we are a great alternative for people who want to get away this summer. 
Schools are also opening soon and must offer a five day school week per order of DeSantis. Alarming!",unclear
"When someone dies from a vaccine that an employer required, what happens then?  Is the employer responsible?  If an employer requires a vaccine, there is no longer any sort of informed consent on the part of the worker/patient.  Would that push vaccine reactions and deaths into the worker's comp system, or will companies simply be held liable in civil courts?  

That would be really interesting because it might finally give vaccine-injured people the opportunity to actually litigate their claims before a real court with a real judge, jury, rules of evidence, and all legal theories on the table.  That has not been possible since the 80s, thanks to Federal law.",unclear
"I have not eaten at a restaurant, nor do I plan to until this is behind us. I do, however, order takeout and support restaurants that way.",unclear
I cannot understand why people are still standing in lines today.  There should be an app that lets you log in and will alert you when your turn is up. That way you can easily social distance while waiting.  A pretty simple solution that helps.,unclear
"I am not an anti vaxxer.  I was vaccinated without one hesitation or doubt.  I am a nurse and want to see the end of COVID.  

But I cannot help but have doubts.  If by any chance COVID vaccine did result in some kind of birth defects if given to women of child bearing age who later bore children, who would be responsible?",unclear
